Iteration,numThreads,range,size,minTxOps,minNonTxOps,ReadOnlyFrac,throughputOps,throughputTxs,aborts,elapsedTime,numReadOps,numWriteOps,operations,,,,
7,16,2048,1024,10,10,0.5,2664333,5333,5,0.003,7973,20,7993,,,,
8,16,2048,1024,10,10,0.5,3685000,8000,22,0.002,7230,140,7370,,,,
9,16,2048,1024,10,10,0.5,5676000,8000,19,0.002,11292,60,11352,,,,
10,16,2048,1024,10,10,0.5,5297500,8000,17,0.002,10515,80,10595,,,,
11,16,2048,1024,10,10,0.5,3272750,4000,24,0.004,13001,90,13091,,,,
12,16,2048,1024,10,10,0.5,1336000,3200,13,0.005,6560,120,6680,,,,
13,16,2048,1024,10,10,0.5,1968000,8000,7,0.002,3830,106,3936,,,,
14,16,2048,1024,10,10,0.5,9257000,16000,23,0.001,9133,124,9257,,,,
15,16,2048,1024,10,10,0.5,3578000,8000,5,0.002,7076,80,7156,,,,
16,16,2048,1024,10,10,0.5,5035000,16000,11,0.001,4905,130,5035,,,,
17,16,2048,1024,10,10,0.5,4751500,8000,19,0.002,9393,110,9503,,,,
18,16,2048,1024,10,10,0.5,4605000,8000,13,0.002,9120,90,9210,,,,
19,16,2048,1024,10,10,0.5,6738500,8000,22,0.002,13387,90,13477,,,,
20,16,2048,1024,10,10,0.5,4581000,8000,21,0.002,9044,118,9162,,,,
21,16,2048,1024,10,10,0.5,4197000,8000,18,0.002,8287,107,8394,,,,
22,16,2048,1024,10,10,0.5,5133500,8000,13,0.002,10217,50,10267,,,,
23,16,2048,1024,10,10,0.5,3594000,8000,11,0.002,7108,80,7188,,,,
24,16,2048,1024,10,10,0.5,5584500,8000,20,0.002,11079,90,11169,,,,
25,16,2048,1024,10,10,0.5,5178000,8000,8,0.002,10296,60,10356,,,,
26,16,2048,1024,10,10,0.5,3990000,8000,19,0.002,7820,160,7980,,,,
27,16,2048,1024,10,10,0.5,2055000,8000,10,0.002,3991,119,4110,,,,
28,16,2048,1024,10,10,0.5,3783500,8000,15,0.002,7482,85,7567,,,,
29,16,2048,1024,10,10,0.5,7354000,16000,13,0.001,7264,90,7354,,,,
30,16,2048,1024,10,10,0.5,4695000,8000,12,0.002,9333,57,9390,,,,
31,16,2048,1024,10,10,0.5,1839500,8000,5,0.002,3560,119,3679,,,,
32,16,2048,1024,10,10,0.5,4649000,16000,5,0.001,4569,80,4649,,,,
33,16,2048,1024,10,10,0.5,6847500,8000,30,0.002,13615,80,13695,,,,
34,16,2048,1024,10,10,0.5,3749500,8000,10,0.002,7409,90,7499,,,,
35,16,2048,1024,10,10,0.5,3353000,8000,12,0.002,6566,140,6706,,,,
36,16,2048,1024,10,10,0.5,6609000,8000,15,0.002,13148,70,13218,,,,
37,16,2048,1024,10,10,0.5,4545000,8000,10,0.002,9040,50,9090,,,,
38,16,2048,1024,10,10,0.5,741250,4000,3,0.004,2875,90,2965,,,,
39,16,2048,1024,10,10,0.5,2855500,8000,6,0.002,5621,90,5711,,,,
40,16,2048,1024,10,10,0.5,2825000,8000,10,0.002,5580,70,5650,,,,
41,16,2048,1024,10,10,0.5,5098000,16000,10,0.001,4979,119,5098,,,,
42,16,2048,1024,10,10,0.5,2293333,5333,4,0.003,6820,60,6880,,,,
43,16,2048,1024,10,10,0.5,1937333,5333,7,0.003,5712,100,5812,,,,
44,16,2048,1024,10,10,0.5,3028000,8000,9,0.002,5986,70,6056,,,,
45,16,2048,1024,10,10,0.5,3321000,8000,8,0.002,6569,73,6642,,,,
46,16,2048,1024,10,10,0.5,969250,4000,2,0.004,3777,100,3877,,,,
47,16,2048,1024,10,10,0.5,1926500,8000,3,0.002,3803,50,3853,,,,
48,16,2048,1024,10,10,0.5,2002000,5333,8,0.003,5916,90,6006,,,,
49,16,2048,1024,10,10,0.5,3672500,8000,10,0.002,7285,60,7345,,,,
50,16,2048,1024,10,10,0.5,2312000,8000,10,0.002,4525,99,4624,,,,
51,16,2048,1024,10,10,0.5,4711500,8000,12,0.002,9351,72,9423,,,,
52,16,2048,1024,10,10,0.5,2861500,8000,8,0.002,5653,70,5723,,,,
53,16,2048,1024,10,10,0.5,3838000,5333,22,0.003,11404,110,11514,,,,
54,16,2048,1024,10,10,0.5,2841000,8000,12,0.002,5562,120,5682,,,,
55,16,2048,1024,10,10,0.5,2228500,8000,6,0.002,4377,80,4457,,,,
56,16,2048,1024,10,10,0.5,1576333,5333,4,0.003,4629,100,4729,,,,
57,16,2048,1024,10,10,0.5,3120000,8000,15,0.002,6150,90,6240,,,,
58,16,2048,1024,10,10,0.5,3363000,8000,8,0.002,6636,90,6726,,,,
59,16,2048,1024,10,10,0.5,3231500,8000,12,0.002,6353,110,6463,,,,
60,16,2048,1024,10,10,0.5,6435000,16000,15,0.001,6341,94,6435,,,,
61,16,2048,1024,10,10,0.5,1504500,8000,10,0.002,2874,135,3009,,,,
62,16,2048,1024,10,10,0.5,4482500,8000,16,0.002,8881,84,8965,,,,
63,16,2048,1024,10,10,0.5,4138333,5333,19,0.003,12345,70,12415,,,,
64,16,2048,1024,10,10,0.5,5071000,16000,17,0.001,4907,164,5071,,,,
65,16,2048,1024,10,10,0.5,3526500,8000,6,0.002,6993,60,7053,,,,
66,16,2048,1024,10,10,0.5,2402500,8000,7,0.002,4727,78,4805,,,,
67,16,2048,1024,10,10,0.5,7016000,16000,17,0.001,6896,120,7016,,,,
68,16,2048,1024,10,10,0.5,9733000,16000,20,0.001,9587,146,9733,,,,
69,16,2048,1024,10,10,0.5,3657500,8000,14,0.002,7215,100,7315,,,,
70,16,2048,1024,10,10,0.5,5919000,16000,15,0.001,5819,100,5919,,,,
71,16,2048,1024,10,10,0.5,5688500,8000,19,0.002,11297,80,11377,,,,
72,16,2048,1024,10,10,0.5,3685500,8000,11,0.002,7281,90,7371,,,,
73,16,2048,1024,10,10,0.5,7883500,8000,327,0.002,15671,96,15767,,,,
74,16,2048,1024,10,10,0.5,5296000,8000,13,0.002,10532,60,10592,,,,
75,16,2048,1024,10,10,0.5,8247000,8000,29,0.002,16404,90,16494,,,,
76,16,2048,1024,10,10,0.5,6385000,8000,21,0.002,12680,90,12770,,,,
77,16,2048,1024,10,10,0.5,3189000,8000,8,0.002,6288,90,6378,,,,
78,16,2048,1024,10,10,0.5,3352000,8000,10,0.002,6634,70,6704,,,,
79,16,2048,1024,10,10,0.5,1684000,8000,7,0.002,3287,81,3368,,,,
80,16,2048,1024,10,10,0.5,5424000,8000,17,0.002,10758,90,10848,,,,
81,16,2048,1024,10,10,0.5,930666,5333,10,0.003,2642,150,2792,,,,
82,16,2048,1024,10,10,0.5,6332000,8000,17,0.002,12604,60,12664,,,,
83,16,2048,1024,10,10,0.5,5475500,8000,14,0.002,10891,60,10951,,,,
84,16,2048,1024,10,10,0.5,4349000,16000,13,0.001,4219,130,4349,,,,
85,16,2048,1024,10,10,0.5,6980000,8000,20,0.002,13881,79,13960,,,,
86,16,2048,1024,10,10,0.5,9179000,8000,33,0.002,18278,80,18358,,,,
87,16,2048,1024,10,10,0.5,3563000,8000,8,0.002,7056,70,7126,,,,
88,16,2048,1024,10,10,0.5,5051000,8000,18,0.002,9972,130,10102,,,,
89,16,2048,1024,10,10,0.5,5100500,8000,12,0.002,10141,60,10201,,,,
90,16,2048,1024,10,10,0.5,5885500,8000,18,0.002,11681,90,11771,,,,
91,16,2048,1024,10,10,0.5,6959000,16000,12,0.001,6869,90,6959,,,,
92,16,2048,1024,10,10,0.5,5360000,8000,12,0.002,10680,40,10720,,,,
93,16,2048,1024,10,10,0.5,1315000,8000,5,0.002,2550,80,2630,,,,
94,16,2048,1024,10,10,0.5,5617500,8000,15,0.002,11185,50,11235,,,,
95,16,2048,1024,10,10,0.5,12508000,16000,25,0.001,12398,110,12508,,,,
96,16,2048,1024,10,10,0.5,8279000,8000,376,0.002,16500,58,16558,,,,
97,16,2048,1024,10,10,0.5,5576000,16000,16,0.001,5436,140,5576,,,,
98,16,2048,1024,10,10,0.5,10749000,16000,78,0.001,10622,127,10749,,,,
99,16,2048,1024,10,10,0.5,8480500,8000,37,0.002,16831,130,16961,,,,
0,32,2048,1024,10,10,0.5,1364066,2133,143,0.015,20120,341,20461,,,,
1,32,2048,1024,10,10,0.5,2060000,5333,30,0.006,12135,225,12360,,,,
2,32,2048,1024,10,10,0.5,4318750,8000,31,0.004,17103,172,17275,,,,
3,32,2048,1024,10,10,0.5,3634600,6400,88,0.005,17993,180,18173,,,,
4,32,2048,1024,10,10,0.5,2874142,4571,14,0.007,20019,100,20119,,,,
5,32,2048,1024,10,10,0.5,6234666,10666,35,0.003,18506,198,18704,,,,
6,32,2048,1024,10,10,0.5,3487857,4571,38,0.007,24245,170,24415,,,,
7,32,2048,1024,10,10,0.5,3672750,8000,26,0.004,14531,160,14691,,,,
8,32,2048,1024,10,10,0.5,3740500,8000,28,0.004,14742,220,14962,,,,
9,32,2048,1024,10,10,0.5,3582750,8000,22,0.004,14096,235,14331,,,,
10,32,2048,1024,10,10,0.5,2024333,5333,16,0.006,11956,190,12146,,,,
11,32,2048,1024,10,10,0.5,3309000,6400,18,0.005,16405,140,16545,,,,
12,32,2048,1024,10,10,0.5,4417500,8000,31,0.004,17430,240,17670,,,,
13,32,2048,1024,10,10,0.5,4093750,8000,20,0.004,16265,110,16375,,,,
14,32,2048,1024,10,10,0.5,5114750,8000,106,0.004,20191,268,20459,,,,
15,32,2048,1024,10,10,0.5,5104000,10666,27,0.003,15061,251,15312,,,,
16,32,2048,1024,10,10,0.5,4001000,8000,28,0.004,15838,166,16004,,,,
17,32,2048,1024,10,10,0.5,4361750,8000,23,0.004,17317,130,17447,,,,
18,32,2048,1024,10,10,0.5,2819250,8000,27,0.004,11087,190,11277,,,,
19,32,2048,1024,10,10,0.5,8646000,8000,59,0.004,34345,239,34584,,,,
20,32,2048,1024,10,10,0.5,4615333,10666,21,0.003,13646,200,13846,,,,
21,32,2048,1024,10,10,0.5,3849250,8000,28,0.004,15197,200,15397,,,,
22,32,2048,1024,10,10,0.5,4822333,10666,21,0.003,14317,150,14467,,,,
23,32,2048,1024,10,10,0.5,2813800,6400,19,0.005,13898,171,14069,,,,
24,32,2048,1024,10,10,0.5,3355000,10666,13,0.003,9895,170,10065,,,,
25,32,2048,1024,10,10,0.5,3692500,8000,15,0.004,14620,150,14770,,,,
26,32,2048,1024,10,10,0.5,4541750,8000,31,0.004,18007,160,18167,,,,
27,32,2048,1024,10,10,0.5,3821250,8000,31,0.004,15065,220,15285,,,,
28,32,2048,1024,10,10,0.5,3836800,6400,28,0.005,19014,170,19184,,,,
29,32,2048,1024,10,10,0.5,5152333,10666,23,0.003,15289,168,15457,,,,
30,32,2048,1024,10,10,0.5,4727000,8000,32,0.004,18748,160,18908,,,,
31,32,2048,1024,10,10,0.5,3224750,8000,12,0.004,12769,130,12899,,,,
32,32,2048,1024,10,10,0.5,2060833,5333,22,0.006,12145,220,12365,,,,
33,32,2048,1024,10,10,0.5,5673333,10666,32,0.003,16800,220,17020,,,,
34,32,2048,1024,10,10,0.5,3652000,8000,34,0.004,14312,296,14608,,,,
35,32,2048,1024,10,10,0.5,4676500,8000,32,0.004,18537,169,18706,,,,
36,32,2048,1024,10,10,0.5,5572750,8000,35,0.004,22075,216,22291,,,,
37,32,2048,1024,10,10,0.5,4220500,8000,33,0.004,16662,220,16882,,,,
38,32,2048,1024,10,10,0.5,6371666,10666,34,0.003,18945,170,19115,,,,
39,32,2048,1024,10,10,0.5,3538250,8000,22,0.004,14002,151,14153,,,,
40,32,2048,1024,10,10,0.5,5623500,8000,30,0.004,22337,157,22494,,,,
41,32,2048,1024,10,10,0.5,6552000,8000,34,0.004,26078,130,26208,,,,
42,32,2048,1024,10,10,0.5,3186800,6400,20,0.005,15804,130,15934,,,,
43,32,2048,1024,10,10,0.5,5758000,10666,43,0.003,17107,167,17274,,,,
44,32,2048,1024,10,10,0.5,1945000,6400,23,0.005,9430,295,9725,,,,
45,32,2048,1024,10,10,0.5,4535666,10666,19,0.003,13417,190,13607,,,,
46,32,2048,1024,10,10,0.5,5212666,10666,29,0.003,15458,180,15638,,,,
47,32,2048,1024,10,10,0.5,4594750,8000,25,0.004,18199,180,18379,,,,
48,32,2048,1024,10,10,0.5,3526250,8000,21,0.004,13920,185,14105,,,,
49,32,2048,1024,10,10,0.5,3613000,10666,122,0.003,10623,216,10839,,,,
50,32,2048,1024,10,10,0.5,4896000,8000,22,0.004,19434,150,19584,,,,
51,32,2048,1024,10,10,0.5,6115000,8000,41,0.004,24260,200,24460,,,,
52,32,2048,1024,10,10,0.5,4496250,8000,33,0.004,17785,200,17985,,,,
53,32,2048,1024,10,10,0.5,3602500,8000,22,0.004,14170,240,14410,,,,
54,32,2048,1024,10,10,0.5,4312000,10666,18,0.003,12746,190,12936,,,,
55,32,2048,1024,10,10,0.5,5372666,10666,37,0.003,15918,200,16118,,,,
56,32,2048,1024,10,10,0.5,6156500,8000,35,0.004,24426,200,24626,,,,
57,32,2048,1024,10,10,0.5,6892000,10666,34,0.003,20476,200,20676,,,,
58,32,2048,1024,10,10,0.5,6435750,8000,37,0.004,25605,138,25743,,,,
59,32,2048,1024,10,10,0.5,7132666,10666,32,0.003,21218,180,21398,,,,
60,32,2048,1024,10,10,0.5,4380750,8000,38,0.004,17247,276,17523,,,,
61,32,2048,1024,10,10,0.5,2239200,6400,18,0.005,10986,210,11196,,,,
62,32,2048,1024,10,10,0.5,4793000,8000,30,0.004,19019,153,19172,,,,
63,32,2048,1024,10,10,0.5,4742250,8000,29,0.004,18751,218,18969,,,,
64,32,2048,1024,10,10,0.5,4860000,8000,31,0.004,19290,150,19440,,,,
65,32,2048,1024,10,10,0.5,6507200,6400,52,0.005,32396,140,32536,,,,
66,32,2048,1024,10,10,0.5,6517000,8000,39,0.004,25898,170,26068,,,,
67,32,2048,1024,10,10,0.5,5198500,8000,30,0.004,20624,170,20794,,,,
68,32,2048,1024,10,10,0.5,2446000,6400,14,0.005,12050,180,12230,,,,
69,32,2048,1024,10,10,0.5,4798200,6400,30,0.005,23821,170,23991,,,,
70,32,2048,1024,10,10,0.5,7649333,10666,50,0.003,22698,250,22948,,,,
71,32,2048,1024,10,10,0.5,3758666,10666,20,0.003,11052,224,11276,,,,
72,32,2048,1024,10,10,0.5,5096500,8000,33,0.004,20236,150,20386,,,,
73,32,2048,1024,10,10,0.5,3990000,10666,25,0.003,11727,243,11970,,,,
74,32,2048,1024,10,10,0.5,5857666,10666,26,0.003,17403,170,17573,,,,
75,32,2048,1024,10,10,0.5,2915000,6400,24,0.005,14305,270,14575,,,,
76,32,2048,1024,10,10,0.5,4494333,10666,29,0.003,13233,250,13483,,,,
77,32,2048,1024,10,10,0.5,2901000,10666,18,0.003,8489,214,8703,,,,
78,32,2048,1024,10,10,0.5,5309500,8000,97,0.004,21008,230,21238,,,,
79,32,2048,1024,10,10,0.5,3451750,8000,24,0.004,13625,182,13807,,,,
80,32,2048,1024,10,10,0.5,7969000,10666,32,0.003,23747,160,23907,,,,
81,32,2048,1024,10,10,0.5,3589333,10666,11,0.003,10602,166,10768,,,,
82,32,2048,1024,10,10,0.5,5411500,8000,42,0.004,21318,328,21646,,,,
83,32,2048,1024,10,10,0.5,7487333,10666,39,0.003,22262,200,22462,,,,
84,32,2048,1024,10,10,0.5,6037000,8000,37,0.004,23988,160,24148,,,,
85,32,2048,1024,10,10,0.5,9316000,10666,49,0.003,27746,202,27948,,,,
86,32,2048,1024,10,10,0.5,6717333,10666,32,0.003,19952,200,20152,,,,
87,32,2048,1024,10,10,0.5,7043750,8000,40,0.004,28015,160,28175,,,,
88,32,2048,1024,10,10,0.5,7520333,10666,32,0.003,22381,180,22561,,,,
89,32,2048,1024,10,10,0.5,5781000,8000,31,0.004,22964,160,23124,,,,
90,32,2048,1024,10,10,0.5,5180750,8000,21,0.004,20603,120,20723,,,,
91,32,2048,1024,10,10,0.5,8807000,10666,58,0.003,26121,300,26421,,,,
92,32,2048,1024,10,10,0.5,6135000,10666,27,0.003,18185,220,18405,,,,
93,32,2048,1024,10,10,0.5,6628666,10666,34,0.003,19670,216,19886,,,,
94,32,2048,1024,10,10,0.5,9017000,16000,24,0.002,17854,180,18034,,,,
95,32,2048,1024,10,10,0.5,8230500,16000,31,0.002,16291,170,16461,,,,
96,32,2048,1024,10,10,0.5,11319000,32000,31,0.001,11085,234,11319,,,,
97,32,2048,1024,10,10,0.5,2385300,3200,48,0.01,23618,235,23853,,,,
98,32,2048,1024,10,10,0.5,2328875,4000,25,0.008,18463,168,18631,,,,
99,32,2048,1024,10,10,0.5,4232600,6400,43,0.005,20963,200,21163,,,,
0,64,2048,1024,10,10,0.5,1487800,3200,324,0.02,29198,558,29756,,,,
1,64,2048,1024,10,10,0.5,2935000,4266,77,0.015,43705,320,44025,,,,
2,64,2048,1024,10,10,0.5,4927777,7111,71,0.009,43926,424,44350,,,,
3,64,2048,1024,10,10,0.5,2879636,5818,41,0.011,31318,358,31676,,,,
4,64,2048,1024,10,10,0.5,3259000,7111,45,0.009,28931,400,29331,,,,
5,64,2048,1024,10,10,0.5,3642875,8000,44,0.008,28742,401,29143,,,,
6,64,2048,1024,10,10,0.5,5162750,8000,73,0.008,40892,410,41302,,,,
7,64,2048,1024,10,10,0.5,5414857,9142,77,0.007,37325,579,37904,,,,
8,64,2048,1024,10,10,0.5,5100285,9142,48,0.007,35343,359,35702,,,,
9,64,2048,1024,10,10,0.5,4397857,9142,47,0.007,30462,323,30785,,,,
10,64,2048,1024,10,10,0.5,5151000,8000,85,0.008,40616,592,41208,,,,
11,64,2048,1024,10,10,0.5,5103857,9142,64,0.007,35337,390,35727,,,,
12,64,2048,1024,10,10,0.5,6476857,9142,74,0.007,44938,400,45338,,,,
13,64,2048,1024,10,10,0.5,4851250,8000,62,0.008,38388,422,38810,,,,
14,64,2048,1024,10,10,0.5,5201428,9142,55,0.007,36070,340,36410,,,,
15,64,2048,1024,10,10,0.5,3887375,8000,61,0.008,30619,480,31099,,,,
16,64,2048,1024,10,10,0.5,3566777,7111,34,0.009,31811,290,32101,,,,
17,64,2048,1024,10,10,0.5,3411750,8000,30,0.008,26894,400,27294,,,,
18,64,2048,1024,10,10,0.5,5701125,8000,91,0.008,45036,573,45609,,,,
19,64,2048,1024,10,10,0.5,2857083,5333,41,0.012,33945,340,34285,,,,
20,64,2048,1024,10,10,0.5,4930000,5818,86,0.011,53680,550,54230,,,,
21,64,2048,1024,10,10,0.5,2471700,6400,11,0.01,24427,290,24717,,,,
22,64,2048,1024,10,10,0.5,4902571,9142,51,0.007,33928,390,34318,,,,
23,64,2048,1024,10,10,0.5,5099000,8000,88,0.008,40422,370,40792,,,,
24,64,2048,1024,10,10,0.5,5997571,9142,70,0.007,41524,459,41983,,,,
25,64,2048,1024,10,10,0.5,6610500,8000,70,0.008,52547,337,52884,,,,
26,64,2048,1024,10,10,0.5,4525000,8000,56,0.008,35760,440,36200,,,,
27,64,2048,1024,10,10,0.5,4933625,8000,55,0.008,39139,330,39469,,,,
28,64,2048,1024,10,10,0.5,6295428,9142,96,0.007,43541,527,44068,,,,
29,64,2048,1024,10,10,0.5,3853142,9142,37,0.007,26565,407,26972,,,,
30,64,2048,1024,10,10,0.5,7016500,10666,77,0.006,41699,400,42099,,,,
31,64,2048,1024,10,10,0.5,4341625,8000,31,0.008,34433,300,34733,,,,
32,64,2048,1024,10,10,0.5,4029444,7111,57,0.009,35805,460,36265,,,,
33,64,2048,1024,10,10,0.5,5694000,10666,64,0.006,33642,522,34164,,,,
34,64,2048,1024,10,10,0.5,4946285,9142,48,0.007,34314,310,34624,,,,
35,64,2048,1024,10,10,0.5,5788750,8000,77,0.008,45850,460,46310,,,,
36,64,2048,1024,10,10,0.5,5699833,10666,53,0.006,33848,351,34199,,,,
37,64,2048,1024,10,10,0.5,5474142,9142,47,0.007,38012,307,38319,,,,
38,64,2048,1024,10,10,0.5,6830833,10666,57,0.006,40645,340,40985,,,,
39,64,2048,1024,10,10,0.5,4583375,8000,64,0.008,36219,448,36667,,,,
40,64,2048,1024,10,10,0.5,5686857,9142,59,0.007,39480,328,39808,,,,
41,64,2048,1024,10,10,0.5,5315500,8000,49,0.008,42234,290,42524,,,,
42,64,2048,1024,10,10,0.5,4715428,9142,62,0.007,32619,389,33008,,,,
43,64,2048,1024,10,10,0.5,4868857,9142,45,0.007,33772,310,34082,,,,
44,64,2048,1024,10,10,0.5,5586142,9142,65,0.007,38753,350,39103,,,,
45,64,2048,1024,10,10,0.5,4044777,7111,45,0.009,36063,340,36403,,,,
46,64,2048,1024,10,10,0.5,6179714,9142,82,0.007,42818,440,43258,,,,
47,64,2048,1024,10,10,0.5,5588375,8000,63,0.008,44357,350,44707,,,,
48,64,2048,1024,10,10,0.5,5368333,10666,51,0.006,31780,430,32210,,,,
49,64,2048,1024,10,10,0.5,4508375,8000,44,0.008,35687,380,36067,,,,
50,64,2048,1024,10,10,0.5,5896000,9142,51,0.007,40912,360,41272,,,,
51,64,2048,1024,10,10,0.5,4741666,10666,54,0.006,27979,471,28450,,,,
52,64,2048,1024,10,10,0.5,4881000,9142,38,0.007,33857,310,34167,,,,
53,64,2048,1024,10,10,0.5,5310142,9142,36,0.007,36901,270,37171,,,,
54,64,2048,1024,10,10,0.5,4789714,9142,46,0.007,33110,418,33528,,,,
55,64,2048,1024,10,10,0.5,4556714,9142,45,0.007,31517,380,31897,,,,
56,64,2048,1024,10,10,0.5,5617285,9142,57,0.007,38921,400,39321,,,,
57,64,2048,1024,10,10,0.5,4633285,9142,23,0.007,32223,210,32433,,,,
58,64,2048,1024,10,10,0.5,7616428,9142,73,0.007,52985,330,53315,,,,
59,64,2048,1024,10,10,0.5,5391500,10666,34,0.006,31949,400,32349,,,,
60,64,2048,1024,10,10,0.5,7518600,12800,55,0.005,37203,390,37593,,,,
61,64,2048,1024,10,10,0.5,9341600,12800,111,0.005,46180,528,46708,,,,
62,64,2048,1024,10,10,0.5,7009000,10666,65,0.006,41704,350,42054,,,,
63,64,2048,1024,10,10,0.5,4574166,10666,58,0.006,26875,570,27445,,,,
64,64,2048,1024,10,10,0.5,6310166,10666,57,0.006,37401,460,37861,,,,
65,64,2048,1024,10,10,0.5,6093333,10666,49,0.006,36190,370,36560,,,,
66,64,2048,1024,10,10,0.5,7339200,12800,66,0.005,36232,464,36696,,,,
67,64,2048,1024,10,10,0.5,8800400,12800,77,0.005,43602,400,44002,,,,
68,64,2048,1024,10,10,0.5,6777200,12800,48,0.005,33596,290,33886,,,,
69,64,2048,1024,10,10,0.5,6899400,12800,45,0.005,34187,310,34497,,,,
70,64,2048,1024,10,10,0.5,6999333,10666,66,0.006,41643,353,41996,,,,
71,64,2048,1024,10,10,0.5,7339200,12800,36,0.005,36436,260,36696,,,,
72,64,2048,1024,10,10,0.5,7340600,12800,51,0.005,36423,280,36703,,,,
73,64,2048,1024,10,10,0.5,6937200,12800,56,0.005,34326,360,34686,,,,
74,64,2048,1024,10,10,0.5,7783750,16000,62,0.004,30675,460,31135,,,,
75,64,2048,1024,10,10,0.5,12319500,16000,78,0.004,48878,400,49278,,,,
76,64,2048,1024,10,10,0.5,9199500,16000,62,0.004,36418,380,36798,,,,
77,64,2048,1024,10,10,0.5,3965000,9142,33,0.007,27378,377,27755,,,,
78,64,2048,1024,10,10,0.5,8771400,12800,62,0.005,43447,410,43857,,,,
79,64,2048,1024,10,10,0.5,8401200,12800,65,0.005,41576,430,42006,,,,
80,64,2048,1024,10,10,0.5,8213000,12800,62,0.005,40756,309,41065,,,,
81,64,2048,1024,10,10,0.5,9402000,16000,70,0.004,37155,453,37608,,,,
82,64,2048,1024,10,10,0.5,7369600,12800,291,0.005,36548,300,36848,,,,
83,64,2048,1024,10,10,0.5,4631166,10666,17,0.006,27489,298,27787,,,,
84,64,2048,1024,10,10,0.5,10790000,16000,75,0.004,42679,481,43160,,,,
85,64,2048,1024,10,10,0.5,8201833,10666,80,0.006,48781,430,49211,,,,
86,64,2048,1024,10,10,0.5,3352636,5818,54,0.011,36509,370,36879,,,,
87,64,2048,1024,10,10,0.5,3063700,6400,47,0.01,30211,426,30637,,,,
88,64,2048,1024,10,10,0.5,4986571,9142,128,0.007,34500,406,34906,,,,
89,64,2048,1024,10,10,0.5,4201333,5333,88,0.012,49982,434,50416,,,,
90,64,2048,1024,10,10,0.5,6477428,9142,633,0.007,44916,426,45342,,,,
91,64,2048,1024,10,10,0.5,7595166,10666,92,0.006,44999,572,45571,,,,
92,64,2048,1024,10,10,0.5,7562200,12800,61,0.005,37421,390,37811,,,,
93,64,2048,1024,10,10,0.5,12123250,16000,65,0.004,48173,320,48493,,,,
94,64,2048,1024,10,10,0.5,4384250,5333,90,0.012,52246,365,52611,,,,
95,64,2048,1024,10,10,0.5,5507125,8000,92,0.008,43422,635,44057,,,,
96,64,2048,1024,10,10,0.5,5362000,7111,99,0.009,47618,640,48258,,,,
97,64,2048,1024,10,10,0.5,8711571,9142,142,0.007,60146,835,60981,,,,
98,64,2048,1024,10,10,0.5,5039666,10666,48,0.006,29777,461,30238,,,,
99,64,2048,1024,10,10,0.5,5834166,10666,49,0.006,34695,310,35005,,,,
0,128,2048,1024,10,10,0.5,1907750,3555,106,0.036,67954,725,68679,,,,
1,128,2048,1024,10,10,0.5,3263178,4571,170,0.028,90364,1005,91369,,,,
2,128,2048,1024,10,10,0.5,5097000,7111,133,0.018,90915,831,91746,,,,
3,128,2048,1024,10,10,0.5,4284529,7529,107,0.017,72014,823,72837,,,,
4,128,2048,1024,10,10,0.5,3167833,7111,44,0.018,56321,700,57021,,,,
5,128,2048,1024,10,10,0.5,3732388,7111,90,0.018,66370,813,67183,,,,
6,128,2048,1024,10,10,0.5,5156312,8000,123,0.016,81752,749,82501,,,,
7,128,2048,1024,10,10,0.5,5467750,8000,139,0.016,86597,887,87484,,,,
8,128,2048,1024,10,10,0.5,6170714,9142,131,0.014,85702,688,86390,,,,
9,128,2048,1024,10,10,0.5,3890526,6736,113,0.019,73007,913,73920,,,,
10,128,2048,1024,10,10,0.5,4287437,8000,81,0.016,67846,753,68599,,,,
11,128,2048,1024,10,10,0.5,5187437,8000,155,0.016,82026,973,82999,,,,
12,128,2048,1024,10,10,0.5,4584117,7529,97,0.017,77192,738,77930,,,,
13,128,2048,1024,10,10,0.5,5559533,8533,115,0.015,82523,870,83393,,,,
14,128,2048,1024,10,10,0.5,4951411,7529,345,0.017,83338,836,84174,,,,
15,128,2048,1024,10,10,0.5,5450562,8000,153,0.016,86259,950,87209,,,,
16,128,2048,1024,10,10,0.5,5853733,8533,124,0.015,86957,849,87806,,,,
17,128,2048,1024,10,10,0.5,5933800,8533,142,0.015,88119,888,89007,,,,
18,128,2048,1024,10,10,0.5,6226800,8533,154,0.015,92570,832,93402,,,,
19,128,2048,1024,10,10,0.5,5840500,9142,143,0.014,80946,821,81767,,,,
20,128,2048,1024,10,10,0.5,4428615,9846,68,0.013,56796,776,57572,,,,
21,128,2048,1024,10,10,0.5,5719071,9142,99,0.014,79418,649,80067,,,,
22,128,2048,1024,10,10,0.5,5280857,9142,124,0.014,73039,893,73932,,,,
23,128,2048,1024,10,10,0.5,4855800,8533,112,0.015,71977,860,72837,,,,
24,128,2048,1024,10,10,0.5,6031500,9142,125,0.014,83666,775,84441,,,,
25,128,2048,1024,10,10,0.5,5167357,9142,102,0.014,71553,790,72343,,,,
26,128,2048,1024,10,10,0.5,5216000,8000,115,0.016,82746,710,83456,,,,
27,128,2048,1024,10,10,0.5,5644066,8533,98,0.015,84007,654,84661,,,,
28,128,2048,1024,10,10,0.5,5409823,7529,146,0.017,91042,925,91967,,,,
29,128,2048,1024,10,10,0.5,5884066,8533,130,0.015,87359,902,88261,,,,
